ID;sexe;situation_relationnelle;duree_relation;sexe_partenaire;enceinte;partenaire_enceinte;enfants;souhait_enfant;partenaires_femmes;partenaires_hommes;grossesse_anterieure;grossesse_anterieure_partenaire;grossesse_cont_aucune;grossesse_cont_pres;grossesse_cont_autre;cont_pilule;cont_sterilet;cont_implant;cont_preservatif_masculin;cont_retrait;cont_autres;cont_aucun;nocont_inactivite;nocont_enfant_souhait;nocont_enfant_impossible;pilule_lendemain;pilule_lendemain_cause;opinion_epanouie;opinion_grossir;opinion_contrainte;opinion_difficulte_apres;opinion_sante;probleme_medical;probleme_endometriose;probleme_regles_douloureuses;probleme_acne;medecin_gyneco;medecin_effets_secondaires;medecin_benefices;medecin_risques;mutuelle;renoncement_soins;habitat_TUU2014;demo_age;demo_diplome;demo_revenus;religion_importance;religion_education;politique_gauche_droite;ponderation
383;2;1;3;1;3;6;1;2;0;3;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;3;2;4;4;2;2;2;2;1;2;2;1;1;2;3;7;4;77;4;1;8;0,561715936
384;2;1;3;1;3;6;1;2;0;15;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;1;2;1;2;2;2;2;2;2;1;2;2;1;1;2;3;4;1;12;1;1;3;1,225677457
385;2;1;3;1;3;6;2;1;0;1;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;5;4;3;4;5;2;2;2;2;1;1;2;2;8;2;2;1;4;10;2;1;8;0,614638174
386;1;1;3;2;6;3;1;2;5;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;4;3;4;5;6;6;6;6;6;6;6;6;1;2;3;9;5;13;2;1;5;0,505985868
387;2;1;3;1;3;6;2;2;0;1;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;4;2;4;4;4;1;2;2;2;1;2;2;1;1;2;1;4;1;77;1;1;77;1,032379893
388;2;1;3;1;3;6;2;1;0;10;1;6;2;2;1;2;1;2;2;2;2;2;6;6;6;6;2;4;1;4;1;1;1;2;1;2;1;1;2;2;1;1;3;4;3;11;4;1;9;0,343555029
389;2;2;6;6;3;6;1;2;0;5;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;4;2;2;2;5;2;2;2;2;1;2;1;2;1;2;0;4;2;9;2;2;6;0,485638997
390;2;1;3;1;3;6;1;2;0;6;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;5;3;2;3;5;2;2;2;2;1;2;2;1;1;2;0;2;2;9;1;1;6;0,460689972
391;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;3;3;1;1;1;2;2;2;2;1;2;2;2;1;2;2;4;5;13;2;1;6;0,636347118
392;2;1;3;1;3;6;1;2;0;10;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;5;3;2;5;5;2;2;1;2;2;6;6;6;1;2;3;3;5;11;1;1;4;0,386744312
393;2;1;3;1;1;6;1;2;0;4;1;6;1;2;2;6;6;6;6;6;6;6;6;6;6;1;66;5;5;4;5;4;2;2;2;2;1;2;2;1;1;2;3;3;1;4;1;2;6;0,995426084
394;1;2;6;6;6;6;2;3;0;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;1;3;3;5;6;6;6;6;6;6;6;6;96;96;2;1;2;6;96;96;996;3,814688282
395;1;1;3;1;6;6;2;1;10;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;4;1;1;4;2;6;6;6;6;6;6;6;6;8;2;2;1;1;4;1;2;6;3,797257338
396;1;1;3;2;6;3;2;1;60;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;5;5;5;5;4;6;6;6;6;6;6;6;6;1;2;3;2;2;9;2;1;11;1,154838014
397;1;1;3;2;6;3;1;3;30;3;6;1;2;1;1;2;2;2;2;2;2;1;2;2;1;1;66;1;5;5;5;5;6;6;6;6;6;6;6;6;1;2;3;9;4;13;4;1;7;0,512386142
398;1;1;3;2;6;3;2;3;777;0;6;6;6;6;6;2;2;2;2;2;2;1;1;2;2;1;66;1;2;2;2;1;6;6;6;6;6;6;6;6;96;96;2;8;3;77;96;96;996;0,529050264
399;1;1;3;2;6;3;1;2;4;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;3;2;2;2;6;6;6;6;6;6;6;6;1;2;1;5;5;13;2;1;9;0,411382859
400;2;1;3;1;2;6;2;1;0;3;1;6;1;2;2;2;2;2;2;2;2;1;2;1;2;6;1;5;2;1;2;1;2;2;1;1;2;6;6;6;1;1;4;1;3;10;1;2;3;1,081272819
401;2;1;3;1;3;6;1;2;0;10;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;1;1;3;5;2;1;2;2;1;2;2;2;1;1;0;2;2;9;2;1;9;0,672970331
402;1;2;6;6;6;6;2;1;75;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;3;2;1;2;6;6;6;6;6;6;6;6;1;2;3;4;4;11;1;2;9;2,087975718
403;1;1;3;2;6;3;1;2;1;0;6;1;8;8;8;2;2;2;2;2;2;1;2;2;1;1;66;2;5;5;5;5;6;6;6;6;6;6;6;6;1;2;1;9;5;13;3;1;6;0,40239821
404;2;1;3;1;3;6;1;3;0;1;1;6;2;2;1;2;2;2;2;2;2;1;1;2;2;1;66;1;4;4;4;5;1;2;2;2;1;2;2;1;1;2;2;9;3;12;2;1;9;1,613132432
405;2;1;3;1;3;6;1;3;0;10;1;6;2;1;2;2;2;2;2;2;2;1;2;2;1;1;66;1;5;2;5;5;2;2;2;2;1;1;1;2;1;2;2;8;5;11;1;1;3;0,334542196
406;2;1;3;1;3;6;1;3;0;4;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;3;1;2;2;2;2;2;2;1;2;2;1;1;2;0;5;2;11;3;1;7;0,573851583
407;2;1;3;1;3;6;1;3;0;1;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;3;4;4;4;2;2;2;2;1;2;2;1;1;2;1;8;5;11;2;1;3;0,62571781
408;1;1;3;2;6;3;1;2;2;0;6;1;2;1;2;2;2;2;2;2;2;1;2;2;1;6;3;2;3;2;4;2;6;6;6;6;6;6;6;6;1;2;1;5;3;12;1;1;2;0,500118213
409;1;2;6;6;6;6;2;1;50;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;5;5;5;5;5;6;6;6;6;6;6;6;6;1;1;3;3;4;3;1;2;6;0,957839673
410;1;1;3;2;6;3;1;2;4;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;5;2;3;5;6;6;6;6;6;6;6;6;1;2;2;4;2;9;1;1;1;1,060455585
411;1;1;3;2;6;3;1;2;2;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;3;3;3;2;5;6;6;6;6;6;6;6;6;1;2;0;3;3;11;1;1;6;0,458849269
412;1;1;3;2;6;3;2;3;5;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;5;3;5;3;6;6;6;6;6;6;6;6;1;2;4;9;1;7;1;2;1;2,615388615
413;1;2;6;6;6;6;2;1;5;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;5;3;2;5;6;6;6;6;6;6;6;6;1;1;4;4;2;8;1;2;4;0,726122863
414;1;1;3;2;6;3;1;3;1;0;6;1;2;2;1;2;2;2;2;2;2;1;2;2;1;1;66;2;2;1;2;1;6;6;6;6;6;6;6;6;1;1;2;9;3;11;2;1;3;1,889979719
415;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;4;4;4;4;2;2;2;2;1;1;2;2;1;2;3;6;3;11;1;1;8;0,522427168
416;2;1;3;1;3;6;1;3;0;1;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;2;4;4;2;2;2;2;2;1;2;2;1;1;2;2;7;2;12;2;1;5;0,733004066
417;1;2;6;6;6;6;2;1;1;30;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;3;4;5;5;6;6;6;6;6;6;6;6;1;1;4;2;4;7;1;1;5;0,582738103
418;1;1;3;2;6;3;2;2;8;0;6;1;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;4;5;2;5;1;6;6;6;6;6;6;6;6;1;2;2;7;2;8;4;1;7;0,893461019
419;1;1;3;2;6;3;1;2;3;0;6;1;1;2;2;1;2;2;1;2;1;2;6;6;6;6;1;2;2;1;3;5;6;6;6;6;6;6;6;6;1;1;0;2;4;11;1;2;6;0,497714471
420;1;2;6;6;6;6;2;3;19;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;5;2;5;1;6;6;6;6;6;6;6;6;1;2;3;9;3;10;2;1;7;0,353846636
421;1;1;3;2;6;3;2;2;20;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;1;2;2;2;2;6;6;6;6;6;6;6;6;1;2;0;5;4;12;1;2;9;0,500118213
422;1;1;3;2;6;3;2;1;4;0;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;5;5;3;5;5;6;6;6;6;6;6;6;6;1;2;2;2;4;77;1;2;6;0,537531196
423;1;2;6;6;6;6;2;1;888;777;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;5;2;1;5;5;2;5;6;6;6;6;6;6;6;6;2;2;3;1;5;88;4;1;6;0,62311846
424;1;1;3;2;6;3;1;1;3;0;6;2;6;6;6;2;2;2;2;2;2;1;2;1;2;1;66;2;5;2;5;5;6;6;6;6;6;6;6;6;96;96;2;2;4;10;96;96;996;0,808565958
425;2;1;3;1;3;6;1;2;0;7;1;6;1;2;1;2;2;2;2;2;1;2;6;6;6;1;66;1;2;4;2;5;2;2;2;2;1;1;2;2;1;2;0;6;1;12;1;1;6;1,501789394
426;2;1;3;1;2;6;2;1;0;20;2;6;6;6;6;2;2;2;2;1;2;2;6;6;6;6;2;1;1;2;2;1;2;2;1;1;1;1;2;2;1;2;1;3;4;7;2;1;9;0,350005657
427;2;1;3;1;3;6;2;3;0;1;1;6;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;1;1;1;5;1;1;2;2;2;2;6;6;6;1;2;0;8;2;7;2;1;6;1,178947451
428;2;2;6;6;3;6;1;2;0;23;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;2;2;4;5;2;2;2;2;1;2;2;1;1;2;3;5;96;96;96;96;NA;1,830106759
429;2;1;3;1;3;6;1;2;0;1;2;6;6;6;6;2;2;2;2;2;2;1;2;2;2;1;66;1;3;1;1;3;2;2;2;2;1;2;2;1;1;2;3;2;4;9;2;1;11;0,641299154
430;2;2;6;6;3;6;2;2;0;6;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;6;3;5;3;1;5;5;2;2;1;2;2;6;6;6;1;1;3;1;2;3;1;2;4;2,073369299
431;1;1;3;2;6;2;1;1;5;0;6;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;66;3;2;2;2;2;6;6;6;6;6;6;6;6;1;2;0;2;1;10;1;1;8;0,993681861
432;2;1;3;1;3;6;2;3;0;7;2;6;6;6;6;2;2;2;2;2;2;1;2;2;1;1;66;1;4;2;5;4;2;2;2;1;2;6;6;6;1;1;0;8;5;12;3;1;8;0,318059834
433;2;2;6;6;3;6;1;2;0;2;1;6;2;1;2;2;2;2;2;2;1;2;6;6;6;1;66;5;5;5;5;5;2;2;2;2;1;1;2;2;1;2;2;9;3;11;2;1;8;1,112032538
434;1;2;6;6;6;6;1;2;2;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;2;2;2;5;6;6;6;6;6;6;6;6;1;2;3;5;4;6;1;1;9;0,719989133
435;2;1;3;1;3;6;1;2;777;777;6;6;6;6;6;2;2;2;2;2;2;1;2;2;2;1;66;6;5;2;4;4;2;2;2;2;1;2;2;1;1;2;0;4;4;77;4;1;1;0,628489542
436;1;1;2;2;6;3;1;2;40;0;6;1;2;1;2;2;1;2;2;2;2;2;6;6;6;8;88;1;5;2;5;5;6;6;6;6;6;6;6;6;1;2;3;6;2;9;2;1;9;0,416043799
437;2;1;3;1;2;6;2;1;0;1;2;6;6;6;6;2;2;2;2;2;2;1;2;1;2;6;2;4;2;2;4;3;2;2;2;1;1;2;1;2;1;2;3;2;5;9;1;1;2;0,498047563
438;2;1;3;1;3;6;2;2;0;2;2;6;6;6;6;2;2;2;2;2;2;1;2;2;2;1;66;5;5;2;2;2;2;2;2;2;2;6;6;6;8;2;2;4;2;77;1;2;6;1,276945143
439;2;1;3;1;3;6;1;2;0;10;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;2;3;4;4;5;2;2;2;2;1;2;2;1;1;2;4;4;3;12;1;2;9;0,436546776
440;1;1;3;2;6;3;2;3;1;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;5;5;5;5;6;6;6;6;6;6;6;6;1;2;1;5;2;10;1;1;1;2,559877019
441;2;1;3;1;3;6;2;3;0;1;1;6;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;1;5;2;2;2;2;2;2;2;2;6;6;6;1;2;0;9;1;9;4;1;8;0,682490151
442;2;1;3;1;3;6;1;2;0;5;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;4;3;3;5;4;2;2;2;2;2;6;6;6;1;2;4;7;1;12;2;1;3;1,801326237
443;2;2;6;6;3;6;2;3;0;777;6;6;6;6;6;7;7;7;7;7;7;7;6;6;6;7;6;2;5;4;5;6;2;2;2;2;2;6;6;6;1;2;3;9;1;77;4;1;2;2,938498046
444;2;1;3;1;3;6;1;2;0;15;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;4;2;2;5;1;2;2;2;2;6;6;6;1;2;1;6;2;88;1;2;7;0,89862237
445;1;1;3;2;6;3;1;2;6;0;6;1;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;1;5;2;3;1;6;6;6;6;6;6;6;6;1;2;4;5;96;96;96;96;NA;0,443368451
446;2;2;6;6;3;6;2;1;0;6;1;6;1;2;2;2;2;2;2;2;2;1;1;2;2;6;3;3;2;2;2;5;2;2;2;1;1;1;2;2;2;1;3;1;2;6;1;2;88;0,856640178
447;2;1;3;1;3;6;1;2;0;5;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;3;4;4;5;2;2;1;2;1;1;2;2;1;2;0;3;3;8;2;1;6;0,56664271
448;2;1;3;1;3;6;2;2;0;7;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;6;2;4;2;2;2;4;1;2;1;2;1;1;2;2;1;2;0;3;3;11;2;1;8;0,700011314
449;2;2;6;6;3;6;2;1;0;20;2;6;6;6;6;2;2;2;1;2;2;2;6;6;6;1;66;2;4;3;2;2;2;2;2;2;1;2;1;2;1;2;2;1;5;6;1;1;6;0,495712121
450;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;1;5;5;5;5;6;6;6;6;6;6;6;6;1;2;2;7;2;12;1;2;5;0,832087598
451;2;1;3;1;3;6;2;3;0;10;1;6;2;2;1;2;2;2;2;2;2;1;2;2;1;1;66;1;3;2;4;2;2;2;1;1;1;1;1;2;1;1;2;8;3;9;2;1;9;0,249730591
452;2;2;6;6;3;6;1;3;0;10;1;6;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;3;6;5;5;2;2;2;2;2;6;6;6;1;2;4;8;5;10;2;1;5;1,048760601
453;2;2;6;6;3;6;1;3;0;1;1;6;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;2;5;5;5;5;1;2;2;2;1;2;2;1;1;2;2;9;1;3;4;1;77;2,030404951
454;1;1;3;2;6;3;2;1;15;0;6;1;2;2;1;1;2;2;2;1;2;2;6;6;6;1;66;2;2;2;5;5;6;6;6;6;6;6;6;6;1;2;2;1;3;88;3;2;6;1,118625593
455;1;1;3;2;6;3;2;2;10;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;2;2;3;3;2;6;6;6;6;6;6;6;6;1;2;3;6;1;12;1;2;3;2,015065483
456;1;1;1;2;6;3;1;2;20;0;6;1;1;2;2;2;2;2;2;1;2;2;6;6;6;1;66;1;3;3;3;4;6;6;6;6;6;6;6;6;1;2;0;5;2;8;2;1;2;1,201735363
457;2;1;3;1;3;6;1;2;0;4;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;6;1;2;2;2;4;3;2;2;2;2;1;1;2;2;1;2;0;3;4;12;1;2;4;0,391636286
458;1;1;3;2;6;3;1;2;14;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;2;2;2;1;5;6;6;6;6;6;6;6;6;1;2;3;6;2;10;1;1;6;0,931058369
459;1;1;3;2;6;3;1;2;7;0;6;1;2;2;1;2;2;2;2;2;2;1;2;2;1;1;66;2;5;5;5;1;6;6;6;6;6;6;6;6;1;2;2;5;4;11;1;1;6;1,504529016
460;2;1;3;1;1;6;1;2;0;1;1;6;1;2;2;6;6;6;6;6;6;6;6;6;6;1;66;2;2;2;4;5;2;2;2;2;1;2;2;1;1;2;2;5;96;96;96;96;NA;0,455735303
461;1;1;3;2;6;3;2;1;6;0;6;2;6;6;6;2;2;2;1;2;2;2;6;6;6;1;66;2;1;3;1;1;6;6;6;6;6;6;6;6;1;1;4;3;5;8;3;2;7;0,833410849
462;1;1;3;2;6;2;2;1;5;1;6;2;6;6;6;1;2;2;2;2;2;2;6;6;6;6;6;5;2;3;2;5;6;6;6;6;6;6;6;6;1;2;0;1;1;9;2;2;4;1,884482509
463;2;1;3;1;3;6;1;2;0;14;1;6;2;1;2;1;2;2;1;2;1;2;6;6;6;2;6;5;2;5;5;5;2;2;2;2;2;6;6;6;1;2;3;3;3;88;4;1;6;1,859977433
464;1;1;3;2;6;3;2;2;6;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;1;5;1;5;1;6;6;6;6;6;6;6;6;1;2;3;9;1;9;2;1;11;0,910752042
465;1;1;3;2;6;1;2;2;3;0;6;2;1;2;2;6;6;6;6;6;6;6;6;6;6;1;66;2;5;5;5;5;6;6;6;6;6;6;6;6;1;2;4;7;5;9;3;1;8;0,731270043
466;2;1;3;1;3;6;1;2;0;2;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;2;3;5;2;2;2;2;1;1;1;1;2;1;2;0;4;5;11;3;1;6;0,413759338
467;2;1;3;1;3;6;2;2;0;5;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;3;4;1;3;2;2;2;2;1;2;2;1;8;2;2;2;2;77;2;2;4;0,871476297
468;1;1;3;2;6;3;2;2;5;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;1;1;66;1;5;1;5;2;6;6;6;6;6;6;6;6;1;2;0;6;5;10;4;1;4;0,86286625
469;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;2;2;2;2;2;2;1;1;2;1;1;66;1;5;1;5;5;6;6;6;6;6;6;6;6;1;1;3;6;4;12;2;1;6;1,724985449
470;2;1;3;1;3;6;1;2;0;4;1;6;1;2;2;2;2;1;2;2;2;2;6;6;6;1;66;2;2;2;2;1;2;2;2;1;1;1;1;2;1;1;1;2;3;11;1;1;8;0,601813637
471;2;1;3;1;3;6;1;3;0;2;1;6;1;2;2;2;2;2;2;2;2;1;1;2;1;1;66;2;5;5;5;4;1;2;2;2;2;6;6;6;1;1;0;9;4;6;4;1;8;1,060707959
472;2;1;3;1;3;6;1;2;0;8;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;5;2;2;5;2;2;1;1;1;1;1;2;1;2;4;6;5;12;1;1;3;0,536461679
473;1;2;6;6;6;6;2;2;10;0;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;1;3;2;3;5;6;6;6;6;6;6;6;6;1;2;1;5;4;10;2;1;5;0,437801542
474;2;1;3;1;3;6;1;1;0;1;1;6;1;2;2;2;2;2;1;2;2;2;6;6;6;1;66;5;2;3;3;2;2;2;2;2;1;1;2;2;1;2;2;3;5;13;2;2;9;0,455735303
475;1;1;2;2;6;3;2;3;2;0;6;2;6;6;6;1;2;2;1;2;2;2;6;6;6;1;66;2;5;3;4;5;6;6;6;6;6;6;6;6;1;2;3;1;1;8;2;2;5;4,701752714
476;2;1;3;1;3;6;2;1;0;1;2;6;6;6;6;2;2;2;1;2;1;2;6;6;6;1;66;3;2;2;2;2;1;2;2;2;1;1;1;2;1;2;3;1;5;4;2;1;8;0,555517038
477;1;1;3;2;6;3;2;1;6;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;1;5;2;5;2;6;6;6;6;6;6;6;6;1;1;2;7;2;11;1;1;2;3,323725553
478;1;1;3;2;6;3;1;2;5;0;6;2;6;6;6;2;2;1;2;2;2;2;6;6;6;1;66;2;2;2;5;3;6;6;6;6;6;6;6;6;1;2;0;5;5;11;2;1;10;0,493871179
479;2;2;6;6;3;6;2;1;0;6;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;2;3;2;1;3;2;2;2;2;1;1;2;2;1;2;4;2;4;3;2;1;4;0,679810139
480;2;1;3;1;3;6;1;2;0;90;1;6;1;2;2;2;2;2;1;1;2;2;6;6;6;6;3;2;1;1;6;1;2;2;1;2;2;6;6;6;1;2;2;4;4;12;1;1;6;1,926745854
481;1;1;3;2;6;3;1;2;10;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;4;5;2;2;5;6;6;6;6;6;6;6;6;1;2;0;4;3;11;1;1;6;0,458849269
482;1;1;3;2;6;3;2;2;4;0;6;1;1;2;2;2;2;2;1;1;2;2;6;6;6;1;66;1;2;3;3;1;6;6;6;6;6;6;6;6;1;2;0;3;5;12;1;1;9;0,456519128
483;2;2;6;6;3;6;2;1;0;0;6;6;6;6;6;1;2;2;2;2;2;2;6;6;6;1;66;3;5;3;4;3;2;2;2;2;2;6;6;6;1;2;0;1;3;12;2;1;3;2,538307685
484;1;1;3;2;6;3;1;2;40;0;6;1;1;2;2;2;2;2;2;2;2;1;1;2;1;1;66;1;5;2;5;5;6;6;6;6;6;6;6;6;1;2;0;9;2;12;4;1;1;0,846934693
485;2;1;3;1;3;6;2;3;0;5;1;6;2;1;2;2;2;2;2;2;2;1;2;2;2;1;66;2;3;4;3;5;2;2;1;2;1;2;2;1;1;2;0;8;1;12;3;1;6;2,565368841
486;2;1;3;1;3;6;1;2;0;2;1;6;2;1;2;2;1;2;2;2;2;2;6;6;6;1;66;1;2;2;3;3;2;2;2;2;1;2;2;1;1;2;0;4;4;6;2;2;6;0,949856953
487;2;2;6;6;3;6;1;2;0;3;1;6;1;2;2;2;2;2;2;2;2;1;1;2;2;1;66;5;5;5;5;5;1;2;2;2;2;6;6;6;1;1;4;9;1;10;3;2;8;0,550370555
488;2;1;3;1;3;6;2;2;0;1;2;6;6;6;6;1;2;2;2;2;2;2;6;6;6;6;2;2;4;4;5;4;2;2;2;2;1;2;2;1;1;2;3;1;5;88;1;1;6;0,886450373
489;1;1;3;2;6;2;1;1;5;0;6;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;66;2;1;2;4;4;6;6;6;6;6;6;6;6;1;2;2;3;5;13;4;1;8;0,638836216
490;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;5;2;2;5;6;6;6;6;6;6;6;6;1;2;3;5;4;10;1;1;9;0,560708206
491;1;1;3;2;6;3;1;3;3;0;6;1;1;2;2;2;2;2;2;2;2;1;1;2;1;1;66;1;2;2;2;5;6;6;6;6;6;6;6;6;1;2;3;9;1;11;2;1;8;2,108787339
492;1;1;3;2;6;3;2;2;5;0;6;1;1;2;2;2;2;2;2;2;2;1;2;2;2;1;66;3;2;3;4;4;6;6;6;6;6;6;6;6;96;96;2;9;1;9;96;96;996;2,018743065
493;2;1;3;1;3;6;1;2;0;4;1;6;2;2;1;2;1;2;2;2;2;2;6;6;6;1;66;2;2;1;5;1;2;2;2;2;1;2;2;1;96;96;3;5;96;96;96;96;996;0,644396347
494;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;2;5;3;5;5;1;2;2;2;1;2;1;2;2;2;0;5;2;7;3;1;6;2,245936367
495;2;2;6;6;3;6;1;2;0;6;1;6;2;2;1;2;2;2;2;2;1;2;6;6;6;1;66;2;4;2;5;2;2;2;2;2;2;6;6;6;1;1;2;5;4;8;1;2;6;0,787466599
496;1;1;3;1;6;6;2;3;2;15;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;4;5;4;2;4;6;6;6;6;6;6;6;6;1;2;0;4;5;13;1;2;11;0,644026958
497;1;1;3;2;6;3;1;2;1;0;6;1;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;3;2;2;2;5;6;6;6;6;6;6;6;6;1;1;3;3;4;12;1;2;6;0,548542544
498;1;2;6;6;6;6;2;1;0;99;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;1;66;2;1;3;2;4;6;6;6;6;6;6;6;6;96;96;4;5;96;96;96;96;996;1,456049066
499;1;1;3;2;6;3;1;1;10;0;6;1;1;2;2;2;2;2;1;1;2;2;6;6;6;2;5;3;5;2;1;1;6;6;6;6;6;6;6;6;1;2;2;1;3;6;1;1;1;0,499027093
500;1;1;1;2;6;3;2;1;11;0;6;2;6;6;6;2;1;2;2;2;2;2;6;6;6;1;66;1;5;1;4;1;6;6;6;6;6;6;6;6;1;2;0;4;1;12;2;1;6;1,20955789
501;2;2;6;6;2;6;1;1;0;1;1;6;1;2;2;2;2;2;2;2;2;1;1;1;2;1;66;2;5;2;5;5;2;2;1;2;2;6;6;6;1;2;1;2;2;4;1;2;3;0,629945409
502;1;1;3;2;6;3;1;2;2;0;6;1;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;2;2;2;1;4;6;6;6;6;6;6;6;6;1;2;3;4;5;12;1;1;8;0,377436212
503;1;1;3;2;6;3;2;2;10;0;6;2;6;6;6;1;2;2;1;2;2;2;6;6;6;1;66;2;5;3;5;2;6;6;6;6;6;6;6;6;2;1;4;4;2;7;2;2;6;1,261715119
504;1;1;3;2;6;2;2;1;20;0;6;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;66;1;5;4;1;1;6;6;6;6;6;6;6;6;1;2;1;5;1;11;1;2;11;1,806576117
505;2;1;3;1;3;6;1;2;0;2;1;6;1;2;2;1;2;2;1;2;2;2;6;6;6;6;1;1;4;2;3;3;2;2;2;2;1;1;1;2;1;2;3;3;5;12;1;2;3;0,459156351
506;1;1;3;2;6;3;1;2;30;0;6;1;2;1;2;2;2;2;2;1;2;2;6;6;6;1;66;2;4;3;5;5;6;6;6;6;6;6;6;6;1;2;4;5;96;96;96;96;NA;1,326170066
507;1;1;3;2;6;2;2;1;10;0;6;2;6;6;6;2;2;2;2;2;2;1;2;1;1;6;88;5;5;5;5;5;6;6;6;6;6;6;6;6;1;1;2;3;2;9;1;2;11;1,154468814
508;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;2;1;2;2;2;2;2;6;6;6;1;66;5;2;2;2;5;2;2;2;2;1;2;2;2;1;1;0;2;5;11;2;1;3;0,411770666
509;2;1;3;1;3;6;1;2;0;1;1;6;1;2;2;1;2;2;2;2;2;2;6;6;6;1;66;5;2;2;4;5;2;2;1;2;1;1;1;2;1;2;0;2;3;11;2;1;4;0,461499952
510;1;1;3;2;6;3;1;3;1;0;6;1;1;2;2;2;2;2;2;2;1;2;6;6;6;1;66;1;5;5;4;5;6;6;6;6;6;6;6;6;1;2;0;9;4;10;2;1;8;1,05461565
